Pro,label,Issue_KEY,Commit_SHA,Issue_Text,Commit_Text,Commit_Code
keras,0,9650,a69008527787c387be7d7d4f6de91f9f08396dbc,"Update Citation Information.The Publishing Url Should Be The Homepage Of Keras, Instead Of Github.Com. There Should Be No Publisher For Software.",Add text doc (#9705),Add text doc (#9705)
keras,1,#11841,3fa96cf36f049efd6cf077f2812ba67ef8736d56,"Using Flow_From_Dataframe With Predict_Generator Produces Wrong Ordering Of FilenamesFlow_From_Dataframe Is A Very Useful Function Allowing Flexibility That Flow_From_Directory Lacks, For E.G, Regression Tasks.
But The Problem With This Function Is It Processes The Dataframe'S (Filename) Column In Sorted Way.
For Example
Filename  Y
A              3.2
D              2.2
C               5.2

In Principle, The Generator Should Process Files In This Way:
A,D,C
But The Current Implementation Processes File In Alphabtic Order
A,C,D

This Is Not So Convenient For Predict_Generator Function","Fix #11841 (#12035)

* Fix #11841

* Update image.py

Change wording and remove trailing whitespace.","Fix #11841 (#12035)

* Fix #11841

* Update image.py

Change wording and remove trailing whitespace."
keras,1,#11914,c1c4afe60b1355a6c0e83577791a0423f37a3324,"Make `Sample_Weights` And `Class_Weights` Multiplicative.### Summary

This Is An Item To Sync Keras With A Pending Change In Tf.Keras

Previously `Class_Weights` Was Ignored With A Logging Warning If
`Sample_Weights` Was Also Provided.

### Related Issues

### Pr Overview

- [ Y] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ Y] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [ Y] This Pr Is Backwards Compatible [Y/N]
- [ N] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Make `sample_weights` and `class_weights` multiplicative. (#11914)

Previously `class_weights` was ignored with a logging warning if
`sample_weights` was also provided.","Make `sample_weights` and `class_weights` multiplicative. (#11914)

Previously `class_weights` was ignored with a logging warning if
`sample_weights` was also provided."
keras,1,#9899,5422fdd38baad36730cb6aeb946e17eeae6a551c,"Fix Timeseriesgenerator'S Glitch Mentioned In #9778This Pr Fixes The `Timeseriesgenerator`'S Glitch That Was Mentioned In #9778, Where The Last Sample Wasn'T Being Included In The Generated Series.  
It Also Adds A Validation Step In `__Init__` To Prevent This Non-Informative Error:

```Py
>>> X = Np.Arange(10)
>>> G = Timeseriesgenerator(X, X, 10, Batch_Size=1)
>>> Print(Len(G))
Valueerror: __Len__() Should Return >= 0
```",fix TimeSeriesGenerator glitch (#9899),fix TimeSeriesGenerator glitch (#9899)
keras,1,#13373,985521ee7050df39f9c06f53b54e17927bd1e6ea,"Update Local.PyStride Value Implies The Input Argument Of 'Stride', And Dilation_Rate Implies The Input Argument Of 'Dilation Rate' Of Conv1D Function.
It Is More Explicit To Express As Code Rather Than Using Words Stride Value, Dilation Value.
Or, At Least Both Stride And Dilation_Rate Should Be Written In Code, Not Only Dilation Rate As Before Document

<!--
Please Make Sure You'Ve Read And Understood Our Contributing Guidelines;
Https://Github.Com/Keras-Team/Keras/Blob/Master/Contributing.Md

Note:
We Are No Longer Adding New Features To Multi-Backend Keras (We Only Fix Bugs), As We Are Refocusing Development Efforts On Tf.Keras. If You Are Still Interested In Submitting A Feature Pull Request, Please Direct It To Tf.Keras In The Tensorflow Repository Instead.
-->

### Summary
Change Documentation Words.
Stride != -1, Dilation_Rate != -1 To Code

### Related Issues

### Pr Overview

- [N ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [Y] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [Y] This Pr Is Backwards Compatible [Y/N]
- [N] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Update local.py docstrings (#13373)

* Update local.py

stride value implies the input argument of 'stride', and dilation_rate implies the input argument of 'dilation rate' of Conv1D function.
It is more explicit to express as code rather than using words stride value, dilation value.
Or, at least both stride and dilation_rate should be written in code, not only dilation rate as before document

* Update local.py

mark as code snippet","Update local.py docstrings (#13373)

* Update local.py

stride value implies the input argument of 'stride', and dilation_rate implies the input argument of 'dilation rate' of Conv1D function.
It is more explicit to express as code rather than using words stride value, dilation value.
Or, at least both stride and dilation_rate should be written in code, not only dilation rate as before document

* Update local.py

mark as code snippet"
keras,0,11636,bfa87eb1b0ab53c5f1efab1ec1d91377678046af,"Support Seamless Load/Save Of Models And Weights (Incl. Checkpoints) To Google Storage### Summary
This Addition Makes It Possible To Provide A Google Storage (Bucket) Path As The `Filename` Arguments Of Model/Weights Loading And Saving Methods.

This Solution Should Be Extendable For Other External Resources Such As Aws S3 Etc.

### Related Issues
This Automatically Solves: Https://Github.Com/Keras-Team/Keras/Issues/7935
(Related: Https://Github.Com/Keras-Team/Keras/Issues/9343)

### Pr Overview
- [X] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [X] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Removed unused function in autogen.py (#11872)

### Summary

This function isn't called or mentioned anywhere else in keras. We should remove it.

### Related Issues

### PR Overview

- [ ] This PR requires new unit tests [y/n] (make sure tests are included)
- [ ] This PR requires to update the documentation [y/n] (make sure the docs are up-to-date)
- [x] This PR is backwards compatible [y/n]
- [ ] This PR changes the current API [y/n] (all API changes need to be approved by fchollet)","Removed unused function in autogen.py (#11872)

### Summary

This function isn't called or mentioned anywhere else in keras. We should remove it.

### Related Issues

### PR Overview

- [ ] This PR requires new unit tests [y/n] (make sure tests are included)
- [ ] This PR requires to update the documentation [y/n] (make sure the docs are up-to-date)
- [x] This PR is backwards compatible [y/n]
- [ ] This PR changes the current API [y/n] (all API changes need to be approved by fchollet)"
keras,1,#10686,7205d903fbc079bb99fbae0e3c02e6d2b4d227f0,"Removed Some Unused Variables.### Summary
I Removed Some Variables, Some Unused, Some Redefined Later On.
### Related Issues

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Removed some unused variables. (#10686)

* Removed some unused variables.

* Added a comment rather than removing the variable.","Removed some unused variables. (#10686)

* Removed some unused variables.

* Added a comment rather than removing the variable."
keras,0,10962,b2f75b7a3d1da174a4859b1c26e2faab99041d29,Enable Nasnetmobile In Integration_Tests For Theano And CntkThis Pr Enables Nasnetmobile In Integration_Tests For Theano And Cntk.,"[P] all save_model/load_model to accept h5py.Group (#10912)

* ENH: allow save_model/load_model to accept h5py.Group

This is inspired by a bug report to
h5py (https://github.com/h5py/h5py/issues/1076) to allow the user to
pass a Group or a File (which is a sub-class of Group) into save_model
and load_model

* TST: also test passing in an h5py.Group","[P] all save_model/load_model to accept h5py.Group (#10912)

* ENH: allow save_model/load_model to accept h5py.Group

This is inspired by a bug report to
h5py (https://github.com/h5py/h5py/issues/1076) to allow the user to
pass a Group or a File (which is a sub-class of Group) into save_model
and load_model

* TST: also test passing in an h5py.Group"
keras,1,#11133,fe38f9dfc8c732a77ac03507b63c79b1d2acfba2,"[Relnotes] Modify Sequential Config To Include Model Name (Breaking Change)Matches Tf.Keras Behavior As Of Tf 1.11.0.

",Modify Sequential config to include model name (breaking change). Matches tf.keras behavior as of TF 1.11.0. (#11133),Modify Sequential config to include model name (breaking change). Matches tf.keras behavior as of TF 1.11.0. (#11133)
keras,0,11260,630a3a877c3c96ce39be7b0611570466c8c9f447,"Travis Was Ignoring Pep8 Failures. Now Fixed.### Summary

Before, Travis Was Ignoring Pep8 Failures. I Think It Was Since #11163. My Take On It Is That Travis Only Cares About The Last Exit Code (With `$?` Or Something Like That) After Each Instruction (At Each `-` Symbol). I Think Chaining The Instructions With `&&` Will Solve The Issue.

### Related Issues

#11163
#11258
#11254

### Pr Overview

There Is The Fix Of Travis.Yml And Also Fixing The Pep8 Errors Which Were Merged Into Master Since The Apparition Of The Bug.

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Use all top MAX_NUM_WORDS words for the embedding matrix. (#11202)

Because the first index returned from Keras' tokenizer is 1. Hence, the current condition will discard the last word, ie. index=20000.","Use all top MAX_NUM_WORDS words for the embedding matrix. (#11202)

Because the first index returned from Keras' tokenizer is 1. Hence, the current condition will discard the last word, ie. index=20000."
keras,0,12282,ca5a4e3d6954eecc2910145111dd91f37d3ccf32,"Added More Info About Categorical_Crossentropy`Categorical_Crossentropy`  Is Another Term For Multiclass Log Loss. Which Seems To Be Necessary Information About `Categorical_Crossentropy` As `Sklearn` Has It As `Log_Loss` Hence Its Beneficial For People Migrating From `Sklearn` And Other People Who Learned It As `Log_Loss`.

<!--
Please Make Sure You'Ve Read And Understood Our Contributing Guidelines;
Https://Github.Com/Keras-Team/Keras/Blob/Master/Contributing.Md
-->

### Summary

### Related Issues

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
",Added MarkDown formatting to examples/imdb_cnn.py (#12292),Added MarkDown formatting to examples/imdb_cnn.py (#12292)
keras,1,#11378,02c1f8865684a055416a93bdc8a7bd07c988a09b,"Parametrizing The Metrics Tests To Get One Test Per Metric.### Summary

We Can Take Advantage Of Pytest'S Error Reporting When Testing Metrics To Get One Test Per Metric And Have Better Insights In Case Of Bugs.

### Related Issues

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
",Parametrizing the metric tests to get one test per metric. (#11378),Parametrizing the metric tests to get one test per metric. (#11378)
keras,1,#11974,425e99a9e3d00c7d505d585e00e85ee716e3c350,"Fix Deprecationwarning: Invalid Escape Sequence In Examples And Tests### Summary

Fixes `Deprecationwarning: Invalid Escape Sequence` In Examples And Tests.

### Related Issues

None.

### Pr Overview

- [N] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [N] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [Y] This Pr Is Backwards Compatible [Y/N]
- [N] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Fix DeprecationWarning: invalid escape sequence in examples and tests (#11974)

* Fix 2 DeprecationWarning: invlid escape sequence in examples

Signed-off-by: Mickaël Schoentgen <contact@tiger-222.fr>

* Fix 2 DeprecationWarning: invlid escape sequence in tests

Signed-off-by: Mickaël Schoentgen <contact@tiger-222.fr>","Fix DeprecationWarning: invalid escape sequence in examples and tests (#11974)

* Fix 2 DeprecationWarning: invlid escape sequence in examples

Signed-off-by: Mickaël Schoentgen <contact@tiger-222.fr>

* Fix 2 DeprecationWarning: invlid escape sequence in tests

Signed-off-by: Mickaël Schoentgen <contact@tiger-222.fr>"
keras,1,#10486,86c00074ab67b7fcbcf14cb8fe1498e3612f92e9,Just Corrected A Small Typo ,Just corrected a small typo (#10486),Just corrected a small typo (#10486)
keras,0,10078,ba8b3fca6e9e4e863bb80d134946be1b60463718,Fix Typo ,"[RELNOTES] Introduce `preprocessing.image.save_img` and remove deprecated imsave method in neural style transfer example (#9996)

* imsave method in scipy.misc package is deprecated - now using imageio

* updated save_img method to use array_to_img method.  also updated the neural style transfer example to use the new save_img method

* forgot to commit changes - updated save_img

* added file_format and **kwargs parameter to save_img and updated docstring

* removed space at the end of a line in save_img method.  updated instances of imsave in example scripts with save_img method.

* added kwargs to docstring.  removed additional whitespace lines

* removed trailing whitespace","[RELNOTES] Introduce `preprocessing.image.save_img` and remove deprecated imsave method in neural style transfer example (#9996)

* imsave method in scipy.misc package is deprecated - now using imageio

* updated save_img method to use array_to_img method.  also updated the neural style transfer example to use the new save_img method

* forgot to commit changes - updated save_img

* added file_format and **kwargs parameter to save_img and updated docstring

* removed space at the end of a line in save_img method.  updated instances of imsave in example scripts with save_img method.

* added kwargs to docstring.  removed additional whitespace lines

* removed trailing whitespace"
keras,1,#9623,bc54e152666bbd7ed741ec812ea2fc24c894ed11,"Use Mobilenet Model With Undefined ShapeThere Is A Problem To Use Mobilenet As Feature Extractor Because It Is Only Able To Get Input With Static Shape. If We Use This Code:
```
Model = Mobilenet(Include_Top=False, Weights='Imagenet')
```
It Throws Valueerror:
```
Valueerror: If Imagenet Weights Are Being Loaded, Input Must Have A Static Square Shape (One Of (128,128), (160,160), (192,192), Or (224, 224)). Input Shape Provided = (None, None, 3)
```
But Another Application Model(Such As Resnet50 Etc) Are Able To Get Undefined Shape.
As The Solution Of The Problem I Offer To Use As Default Weights That Were Trained With Input_Shape (224,224) And Warn About It.","Use MobileNet model with undefined shape (#9623)

* Use MobileNet model with undefined shape

* MobileNet style fixes","Use MobileNet model with undefined shape (#9623)

* Use MobileNet model with undefined shape

* MobileNet style fixes"
keras,0,10562,17772aff6d5acaa3af9ce610f23b0cc52835a98d,"Fix Dense Layer Bias_Add Bug When Ndim > 2.This Fix Https://Github.Com/Keras-Team/Keras/Issues/10530 .
When Input Ndim > 2, Dense Layer Should Add Bias To The Last Dim, So We Should Always Set  ```Data_Format``` With ```Channels_Last``` When Calling ```K.Bias_Add```. This Is Different From Other Layers Such As Cnn Or Rnn, Which Is Determinated By Keras Configuration.","ignore empty KERAS_BACKEND environment variable, refs #10516 (#10517)

* ignore empty KERAS_BACKEND environment variable, refs #10516

* fixed spacing (PEP8), refs #10516","ignore empty KERAS_BACKEND environment variable, refs #10516 (#10517)

* ignore empty KERAS_BACKEND environment variable, refs #10516

* fixed spacing (PEP8), refs #10516"
keras,0,11202,621ec292c2609b82fd3f992b5a66f3d6611a4477,"Use All Top Max_Num_Words Words For The Embedding Matrix.### Summary
Because The First Index Returned From Keras' Tokenizer Is 1. Hence, The Current Code Will Discard The Last Word, Ie. Index=20000.

### Related Issues

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
",Merge test environments for PEP8 and DOC (#11163),Merge test environments for PEP8 and DOC (#11163)
keras,1,#12721,2f31fae720b25c60d15e1f30d17dca8e320dd92d,"Doc: Don'T Reuse Names In Introductory ExampleI Would Try To Be As Explicit As Possible In The First Example Of The Functional Api

<!--
Please Make Sure You'Ve Read And Understood Our Contributing Guidelines;
Https://Github.Com/Keras-Team/Keras/Blob/Master/Contributing.Md
-->

### Summary

### Related Issues

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","DOC: don't reuse names in introductory example (#12721)

* don't reuse names in introductory example

I would try to be as explicit as possible in the first example of the functional API

* Update functional-api-guide.md

rename symbolic tensors to output","DOC: don't reuse names in introductory example (#12721)

* don't reuse names in introductory example

I would try to be as explicit as possible in the first example of the functional API

* Update functional-api-guide.md

rename symbolic tensors to output"
keras,1,#11389,885ba629acba8128fd40b0af92c960b99ac5b827,"Activated Disabled Tests In The Backend Tests.### Summary

To Detect Which Functions Are Tests, Pytest Looks At The Name Of The Function And If It Starts With `Test_`, Then Pytest Understand That This Function Is A Test And Run It.

In The Backend_Tests.Py A Lot Of Functions Started With `Legacy_Test_` And Thus Were Not Detected And Ran By Pytest. This Pr Enabled Them Again.

### Related Issues

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
",Activated disabled tests in the backend tests. (#11389),Activated disabled tests in the backend tests. (#11389)
keras,0,11401,f2b261bc2555773bd88cbbeda976f98e244d02c1,"Line Length Reduced To 85 Characters For Cntk_Backend.Py### Summary

Reduced The Line Length Of The Code To 85 Characters.",Removed some unused variables. (#11395),Removed some unused variables. (#11395)
keras,1,#10125,b470a595f7278acf5e7e47521edf25d3c4f479f1,Add `Separable_Conv1D`This Pr Adds The Missing `Separable_Conv1D` For Theano And Cntk.,"Add `separable_conv1d` (#10125)

* Add `separable_conv1d` for Theano

* Add `separable_conv1d` for CNTK","Add `separable_conv1d` (#10125)

* Add `separable_conv1d` for Theano

* Add `separable_conv1d` for CNTK"
keras,1,#12137,7dd1c00e858ddbb1107aee1dcb6f65fff84c252d,Add Pyux Test#12073 Clone,"Add pyux test (#12137)

* pyux

* yml fix

* yml fix

* yml fix

* yml fix

* proper exception

* ignore tes_api","Add pyux test (#12137)

* pyux

* yml fix

* yml fix

* yml fix

* yml fix

* proper exception

* ignore tes_api"
keras,0,10986,57fba26d8cb8434a14140c0ea65c2c71a14636bf,"Added A If-Else Which Was Forgotten In The Tests.### Summary

From Reading The Tests Code, I Noticed An Unused Variable. I Think A If-Else Was Supposed To Be There.

### Related Issues

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
",[P] add data_format support for Pooling1D layers (#10966),[P] add data_format support for Pooling1D layers (#10966)
keras,0,9792,e2a10a5e6e156a45e946c4d08db7133f997c1f9a,Fix Typo In Timeseriesgenerator DocstringFix A Typo In The Docstring - :),"Fix ctc_batch_cost() error when batch_size = 1 (#9775)

* Fix ctc_batch_cost() error when batch_size = 1

* Use axis=-1 for the sake of semantics

* Add a test case with batch_size=1 in test_ctc()

* Remove trivial print","Fix ctc_batch_cost() error when batch_size = 1 (#9775)

* Fix ctc_batch_cost() error when batch_size = 1

* Use axis=-1 for the sake of semantics

* Add a test case with batch_size=1 in test_ctc()

* Remove trivial print"
keras,0,11640,bd2968348c330dcb497d114f4b9f9783552113cb,"Fix The Timeout Error On Travis### Summary

This Pr Tries To Fix The Timeout Error On Travis Based On The Lessons Learned In #10929.

### Related Issues

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [ ] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
",Supressed the depreciation warnings. (#11670),Supressed the depreciation warnings. (#11670)
keras,1,#10236,2eed2a5d688e8720740f30d281a18fb2c13a15fd,"Increase Test Coverages By Adding Invalid Cntk UsecasesThis Pr Adds Invalid Cntk Tests For [The Current](Https://Travis-Ci.Org/Keras-Team/Keras/Jobs/380788236) Following Missing Lines:
```
Keras/Backend/Cntk_Backend.Py              1524    198    87%
```",Increase test coverages by adding invalid CNTK usecases (#10236),Increase test coverages by adding invalid CNTK usecases (#10236)
keras,1,#11558,384d3bc35db3359cb7c1f560e053f2a510d9381a,"Remove Legacy Backend Tests### Summary

This Pr Removes Legacy Backend Tests, Which Are Now Clearly Not Required.

### Related Issues

- #9555: The Refactoring Of `Test_Conv`,
- #9557: The Refactoring Of `Test_Rnn`,
- #9558: The Refactoring Of `Test_Depthwise_Conv`,
- #9570: The Refactoring Of `Test_Separable_Conv2D`,
- #9580: The Refactoring Of `Test_Pool`.

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
",Remove legacy backend tests (#11558),Remove legacy backend tests (#11558)
keras,0,12294,3e6db0e99ef56b23b3977b5969413d0b636a6fad,"Added Markdown Formatting To Examples/Antirectifier.Py<!--
Please Make Sure You'Ve Read And Understood Our Contributing Guidelines;
Https://Github.Com/Keras-Team/Keras/Blob/Master/Contributing.Md
-->

### Summary
This Pr Adds Markdown Formatting To ```Examples/Antirectifier.Py```.
Result:
![Antirectifier1](Https://User-Images.Githubusercontent.Com/3424796/52917384-A2Fd0780-32E2-11E9-9C96-3E87E4A89B08.Png)
![Antirectifier2](Https://User-Images.Githubusercontent.Com/3424796/52917383-A2Fd0780-32E2-11E9-851B-Fc714D405B41.Png)
### Related Issues
Https://Github.Com/Keras-Team/Keras/Issues/12219
### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
",Moved the documentation tests in a subdirectory. (#12228),Moved the documentation tests in a subdirectory. (#12228)
keras,1,#13078,ed07472bc5fc985982db355135d37059a1f887a9,"Allow Unrolled Rnns With Input_Length=1<!--
Please Make Sure You'Ve Read And Understood Our Contributing Guidelines;
Https://Github.Com/Keras-Team/Keras/Blob/Master/Contributing.Md
-->

### Summary

Allow Unrolling Rnns With Input_Length=1. For E.G, This Is Required To Deploy Seqseq Models On Mobile (Tflite Doesnt Support Symbolic Loop)

### Related Issues

### Pr Overview

- [Y] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [N] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [Y] This Pr Is Backwards Compatible [Y/N]
- [N] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Allow unrolled RNNs with input_length=1 (#13078)

* allow len1

* add test

* pep8

* rem unusedvar

* skip theano

* typo

* fix

* pep8","Allow unrolled RNNs with input_length=1 (#13078)

* allow len1

* add test

* pep8

* rem unusedvar

* skip theano

* typo

* fix

* pep8"
keras,0,11076,2780ab0c9712b41c34693758141f30ae3d3c2e7f,"Section For Training History Visualization### Summary
Added A Section For Training History Visualization Using Matplotlib, Inspired By Https://Machinelearningmastery.Com/Display-Deep-Learning-Model-Training-History-In-Keras/

### Related Issues
Nil

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [X] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Refactor Enqueuers  (#11079)

* Refactor data_utils

* Fix for python 2

* Fix for python 2

* Fix super

* Better ux

* Make pool init private","Refactor Enqueuers  (#11079)

* Refactor data_utils

* Fix for python 2

* Fix for python 2

* Fix super

* Better ux

* Make pool init private"
keras,1,#10674,67fc091c6daf70bd91717e59799c3e014509ca0c,"Update Tensorflow As 1.9 On Travis### Summary

This Pr Updates Tensorflow As 1.9 On Travis.

### Related Issues

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Update TensorFlow as 1.9 on Travis (#10674)

* Update TensorFlow as 1.9 on Travis

* Test whether the time-out error comes from multiprocessing or not

* Another try

* Style fixes

* Another try","Update TensorFlow as 1.9 on Travis (#10674)

* Update TensorFlow as 1.9 on Travis

* Test whether the time-out error comes from multiprocessing or not

* Another try

* Style fixes

* Another try"
keras,1,#11682,e90e17068eb0d9620aeeb90168cc222025ea119e,"Add Tensorflow-Like Slice In Numpy Backend### Summary
Add Tensorflow Like Slice Feature In Numpy Backend.
","Add tensorflow-like slice in numpy backend (#11682)

* tensorflow-like slice in numpy backend

* tiny commit

* fix pep8

* Fix test_slice using pytest.parametreized

* Simplify test_slice function

* Simplify test_slice function","Add tensorflow-like slice in numpy backend (#11682)

* tensorflow-like slice in numpy backend

* tiny commit

* fix pep8

* Fix test_slice using pytest.parametreized

* Simplify test_slice function

* Simplify test_slice function"
keras,0,10174,d7884570b10951d156aa086ee29a4df9eab79cf3,Mobilenetv2 Explanation I Copy This From Source File.,"Allow dynamic backends in _need_convert_kernel (#10111)

* Fix _need_convert_kernel for external backends

* Don't assume external backend won't support NASNet

* Update from review comments","Allow dynamic backends in _need_convert_kernel (#10111)

* Fix _need_convert_kernel for external backends

* Don't assume external backend won't support NASNet

* Update from review comments"
keras,1,#10952,6d30ab70a4f116554aa610ec1c00a6bc5f1247f3,"Integration With Redesigned Preprocessing & Applications Modules.See:

Original Issue: Https://Github.Com/Keras-Team/Keras-Applications/Issues/28

Keras_Applications Pr: Https://Github.Com/Keras-Team/Keras-Applications/Pull/29

Keras_Preprocessing Pr: Https://Github.Com/Keras-Team/Keras-Preprocessing/Pull/40
","Integration with redesigned preprocessing & applications modules. (#10952)

* Update preprocessing/applications integration

* Fix mobilenet_v2 filename.

* Applications / preprocessing fixes.

* Fix applications imports","Integration with redesigned preprocessing & applications modules. (#10952)

* Update preprocessing/applications integration

* Fix mobilenet_v2 filename.

* Applications / preprocessing fixes.

* Fix applications imports"
keras,0,9478,ffb8b813818221a9b43d51e251d489a40b116607,Clean Up Conv Backend TestsThis Pr Cleans Up Conv Backend Tests And Makes Their Styles Consistent.,typo fix (#9432),typo fix (#9432)
keras,0,12252,8bc53bef4fd373d0f4276d00793b9a35fb1a4ef9,"Added Markdown Formatting To Examples/Conv_Filter_Visualization.Py<!--
Please Make Sure You'Ve Read And Understood Our Contributing Guidelines;
Https://Github.Com/Keras-Team/Keras/Blob/Master/Contributing.Md
-->
### Summary
This Pr Adds Markdown Formatting To ```Examples/Conv_Filter_Visualization.Py```.
Result:
![Conv_Filter_Visualization1](Https://User-Images.Githubusercontent.Com/3424796/52561899-9F561600-2Df4-11E9-9415-7Bda58Fad65D.Png)
![Conv_Filter_Visualization2](Https://User-Images.Githubusercontent.Com/3424796/52561898-9F561600-2Df4-11E9-8A10-Ecd76499F7E2.Png)
### Related Issues
Https://Github.Com/Keras-Team/Keras/Issues/12219
### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
",Add MarkDown formatting to examples/cifar10_cnn.py (#12226),Add MarkDown formatting to examples/cifar10_cnn.py (#12226)
